Gene stable ID,Gene name,Gene start (bp),Gene end (bp)
ENSG00000237623,NICN2P,47273366,47274390
ENSG00000266158,RN7SL785P,47280811,47281063
ENSG00000203402,AL591503.1,47297852,47298721
ENSG00000147117,ZNF157,47370578,47414498
ENSG00000221459,SNORA11C,47388649,47388777
ENSG00000232009,AL591503.2,47389961,47392300
ENSG00000226556,NPM1P49,47438736,47439774
ENSG00000147124,ZNF41,47445879,47482946
ENSG00000277605,Metazoa_SRP,47476822,47477152
ENSG00000196741,LINC01560,47483571,47484823
ENSG00000235636,NUS1P1,47512602,47513483
ENSG00000225286,AC005105.1,28615097,28615888
ENSG00000078061,ARAF,47561100,47571920
ENSG00000255690,TRIL,28953358,28958330
ENSG00000228421,AC005013.1,28957667,28959345
ENSG00000272568,AC005162.2,28979967,29013367
ENSG00000233517,AC005162.1,28987028,28988899
ENSG00000180998,GPR137C,52552836,52637713
ENSG00000273008,AC010864.1,43136824,43138334
ENSG00000169826,CSGALNACT2,43138445,43185302
ENSG00000124564,SLC17A3,25833066,25882286
ENSG00000008056,SYN1,47571901,47619857
ENSG00000198915,RASGEF1A,43194535,43267065
ENSG00000197930,ERO1A,52639915,52695900
ENSG00000287698,AC005343.7,1800862,1807486
ENSG00000106066,CPVL,28995235,29195451
ENSG00000166159,LRTM2,1820267,1836753
ENSG00000252942,RNA5SP290,99145840,99145966
ENSG00000227269,AL162427.1,99183373,99184891
ENSG00000240235,RN7SL794P,99185587,99185866
ENSG00000119523,ALG2,99216425,99221942
ENSG00000064042,LIMCH1,41359607,41700044
ENSG00000260293,AC106820.4,2476558,2482173
ENSG00000224265,LINC02633,43323665,43327932
ENSG00000106803,SEC61B,99222064,99230615
ENSG00000260272,AC093525.2,2496032,2520218
ENSG00000285712,AC068707.1,43325833,43350792
ENSG00000253828,MTND2P38,46827228,46827894
ENSG00000221468,RNU6ATAC11P,43341786,43341910
ENSG00000282321,MTND1P7,46828117,46828413
ENSG00000256706,AC005342.2,1917951,1922867
ENSG00000185883,ATP6V0C,2513952,2520218
ENSG00000150201,FXYD4,43371636,43376335
ENSG00000252594,RNU6-656P,46831050,46831156
ENSG00000254118,MTCYBP20,46837578,46838706
ENSG00000235049,LINC00940,1929202,1936574
ENSG00000222337,RN7SKP225,99284022,99284373
ENSG00000255815,KRT8P11,99305176,99306611
ENSG00000254156,MTND6P20,46838788,46839205
ENSG00000271086,NAMA,99355337,99377240
ENSG00000253803,AC091163.3,46870902,46872045
ENSG00000253745,AC091163.1,46922561,46928832
ENSG00000253782,AC091163.2,46930604,46951850
ENSG00000151065,DCP1B,1946053,2004535
ENSG00000242387,H2AC3P,25882026,25882395
ENSG00000215179,MAPK6P4,46972476,46974617
ENSG00000277828,AL137067.2,99357827,99357957
ENSG00000287955,AL137067.3,99359336,99371887
ENSG00000277410,H2BP5,25885419,25885751
ENSG00000222099,RN7SKP32,47068021,47068323
ENSG00000283743,Z84466.1,47575128,47628742
ENSG00000248347,AC120036.1,47089572,47198861
ENSG00000277465,AL137067.1,99368447,99368566
ENSG00000237461,AL359710.1,99396987,99819921
ENSG00000169813,HNRNPF,43385617,43409166
ENSG00000285992,AC120036.5,47129262,47132628
ENSG00000102265,TIMP1,47582408,47586789
ENSG00000255145,STX17-AS1,99397024,99906605
ENSG00000200986,RNU6-819P,47131781,47131887
ENSG00000188873,RPL10AP2,47157118,47157771
ENSG00000112337,SLC17A2,25912754,25930726
ENSG00000248531,NDUFA5P12,47164870,47165524
ENSG00000234860,AL162394.1,99531507,99583301
ENSG00000254348,AC120036.3,47189305,47189560
ENSG00000255366,AC120036.4,47190772,47193262
ENSG00000119508,NR4A3,99821855,99866891
ENSG00000253502,ATP6V1G1P2,47194002,47194347
ENSG00000259784,AC093525.1,2513965,2527955
ENSG00000253817,AC120036.2,47198032,47198323
ENSG00000215177,IGLV8OR8-1,47202444,47202897
ENSG00000279520,AC093525.8,2516658,2517999
ENSG00000258757,AL133453.1,52640839,52641566
ENSG00000221400,SNORD3J,43417249,43417438
ENSG00000230555,AL450326.1,43420738,43422100
ENSG00000263858,MIR4769,47587429,47587505
ENSG00000100519,PSMC6,52707178,52728590
ENSG00000243660,ZNF487,43436841,43483181
ENSG00000162066,AMDHD2,2520357,2531422
ENSG00000126759,CFP,47623172,47630305
ENSG00000164808,SPIDR,47260878,47736306
ENSG00000136874,STX17,99906654,99974534
ENSG00000252532,RNU7-193P,43458065,43458129
ENSG00000236114,AL450326.2,43523256,43525217
ENSG00000112343,TRIM38,25962802,25991231
ENSG00000196793,ZNF239,43556344,43574618
ENSG00000126767,ELK1,47635521,47650604
ENSG00000272558,U91328.2,25983812,25999167
ENSG00000272462,U91328.1,25992641,26001775
ENSG00000287852,AL450326.3,43583498,43596625
ENSG00000232004,CAP1P2,43604843,43606251
ENSG00000229452,CPVL-AS1,29080284,29082527
ENSG00000285412,AC005232.1,29122274,29128172
ENSG00000198298,ZNF485,43606419,43617904
ENSG00000285162,AC004593.2,29122340,29514667
ENSG00000272810,U91328.3,26013241,26013757
ENSG00000224447,H3P26,26016379,26016601
ENSG00000124610,H1-1,26017032,26017787
ENSG00000275714,H3C1,26020451,26020958
ENSG00000278637,H4C1,26021649,26022050
ENSG00000223910,ZNF32-AS3,43628817,43674703
ENSG00000278705,H4C2,26026815,26027252
ENSG00000237389,AL645634.2,43630882,43631564
ENSG00000238263,RPL21P88,43630947,43631382
ENSG00000126756,UXT,47651796,47659180
ENSG00000286522,H3C2,26031589,26032099
ENSG00000278463,H2AC4,26033092,26033618
ENSG00000169740,ZNF32,43643860,43648881
ENSG00000276410,H2BC3,26043227,26043713
ENSG00000234816,H2AC5P,26043989,26044357
ENSG00000287080,H3C3,26045384,26045869
ENSG00000187837,H1-2,26055740,26056470
ENSG00000226245,ZNF32-AS1,43643872,43645047
ENSG00000198252,STYX,52730166,52774989
ENSG00000230565,ZNF32-AS2,43645942,43648019
ENSG00000228426,AL645634.1,43665668,43667005
ENSG00000271173,SPRING1P1,43728217,43728728
ENSG00000224162,UQCRHP3,43732334,43732584
ENSG00000223746,ELOCP30,43741437,43742350
ENSG00000254571,AL358937.1,99915077,99929896
ENSG00000234973,LINC02658,43777562,43778825
ENSG00000023318,ERP44,99979185,100099000
ENSG00000106069,CHN2,29146569,29514328
ENSG00000226808,LINC00840,43778946,43901004
ENSG00000234709,UPF3AP3,99998301,99999069
ENSG00000119509,INVS,100099243,100302175
ENSG00000100522,GNPNAT1,52775193,52791668
ENSG00000267064,UXT-AS1,47658833,47692326
ENSG00000226790,HNRNPA3P1,43789249,43790387
ENSG00000187893,CXXC1P1,47707191,47753456
ENSG00000236769,LINC02659,43900874,43912369
ENSG00000205923,CEMP1,2530035,2531417
ENSG00000266232,MIR3178,2531922,2532005
ENSG00000233395,LINC00841,43909244,43981102
ENSG00000010704,HFE,26087281,26098343
ENSG00000224656,SMSP1,47718002,47719099
ENSG00000229968,AL022578.1,47776827,47778697
ENSG00000188459,WASF4P,47803296,47804789
ENSG00000259049,AL139317.3,52775237,52777740
ENSG00000197779,ZNF81,47836902,48002561
ENSG00000227029,AL139237.1,43912444,43914236
ENSG00000285664,AL139317.5,52791756,52930185
ENSG00000237590,AL137026.2,44259602,44261813
ENSG00000229116,AL137026.1,44282489,44293998
ENSG00000140992,PDPK1,2537979,2603188
ENSG00000224401,RPL7P57,47840963,47841702
ENSG00000277288,LINC02881,44292569,44294649
ENSG00000147118,ZNF182,47974851,48003989
ENSG00000258698,AL139317.1,52792875,52820034
ENSG00000287901,AL137026.3,44296805,44310237
ENSG00000258802,AL139317.2,52798904,52799061
ENSG00000107562,CXCL12,44370165,44386493
ENSG00000221994,ZNF630,47983356,48071658
ENSG00000073712,FERMT2,52857268,52952435
ENSG00000239908,RN7SL75P,100102559,100102839
ENSG00000238172,RPS2P35,100116755,100117651
ENSG00000270995,AL137072.1,100120435,100120900
ENSG00000231697,NANOGP5,100175178,100176054
ENSG00000136891,TEX10,100302077,100352942
ENSG00000214089,RPL9P21,44414649,44415153
ENSG00000270767,AL356157.2,44488335,44488445
ENSG00000287173,AL356157.3,44509708,44515421
ENSG00000234580,AL356157.1,44591208,44602104
ENSG00000224812,TMEM72-AS1,44793119,44959709
ENSG00000222343,RN7SKP139,47272597,47272889
ENSG00000259554,AC084882.1,47274183,47275164
ENSG00000259221,AC023905.1,47359430,47396732
ENSG00000259360,AC009558.1,47397501,47399554
ENSG00000259740,AC009558.2,47525169,47527756
ENSG00000259588,AC012050.1,47603880,47606352
ENSG00000213862,AC044787.1,47730144,47730935
ENSG00000066697,MSANTD3,100427143,100451734
ENSG00000259572,LINC01491,47774219,47846266
ENSG00000171489,SPACA5,48004336,48009729
ENSG00000227395,EIF2AP4,44806443,44808223
ENSG00000234504,AL353801.2,44899614,44920220
ENSG00000277541,ZNF630-AS1,48056310,48066583
ENSG00000287757,AC244636.3,48071226,48078721
ENSG00000187783,TMEM72,44911316,44937010
ENSG00000171483,SSX6P,48107992,48120210
ENSG00000259754,AC092078.2,47812729,48050507
ENSG00000259730,AC092078.1,47944044,47949509
ENSG00000251349,MSANTD3-TMEFF1,100442271,100577636
ENSG00000287439,AC092078.3,47956521,47988044
ENSG00000171478,SPACA5B,48130657,48132613
ENSG00000223462,AL353801.1,44937508,44955725
ENSG00000273363,AL353801.3,44958917,44959458
ENSG00000188467,SLC24A5,48120990,48142672
ENSG00000230241,AC244636.1,48135658,48136159
ENSG00000233139,AC244636.2,48153868,48155941
ENSG00000201517,RNU6-707P,48153980,48154074
ENSG00000225198,SSXP3,48156367,48166350
ENSG00000241697,TMEFF1,100473149,100577636
ENSG00000238032,S100A11P5,48177731,48178023
ENSG00000107551,RASSF4,44959407,44995891
ENSG00000165583,SSX5,48186220,48196763
ENSG00000170681,CAVIN4,100578079,100588389
ENSG00000234780,AC245047.3,48197221,48199431
ENSG00000252856,RNA5SP503,48206258,48206374
ENSG00000204368,AC245047.1,48212791,48218010
ENSG00000231568,S100A11P7,48228833,48228959
ENSG00000200966,RN7SKP87,100581079,100581379
ENSG00000237999,ACTG1P19,100731240,100732355
ENSG00000229662,AC245047.2,48244894,48245745
ENSG00000230161,AL162395.1,100912320,100912741
ENSG00000229541,GAPDHP26,100975668,100976682
ENSG00000126752,SSX1,48255392,48267444
ENSG00000148123,PLPPR1,101028727,101325135
ENSG00000104177,MYEF2,48134632,48178353
ENSG00000232813,S100A11P6,48274904,48275047
ENSG00000241207,AC245047.5,48276704,48277578
ENSG00000285081,AC004593.1,29191582,29194109
ENSG00000237345,AC245047.4,48279423,48281792
ENSG00000235669,CHN2-AS1,29199540,29208970
ENSG00000204648,SSX9P,48296816,48306179
ENSG00000237065,NANOGP4,29212302,29213214
ENSG00000253330,AC024451.2,47511034,47512141
ENSG00000238143,AL161631.1,101125436,101125921
ENSG00000253041,AL359893.2,101322477,101322533
ENSG00000227411,ACNATP,101334084,101339347
ENSG00000223813,AC007255.1,29514224,29563670
ENSG00000269924,AC024451.4,47527397,47528148
ENSG00000234391,AL606490.6,48306769,48309055
ENSG00000251354,AC024451.1,47546804,47547926
ENSG00000227302,SSXP9,48322349,48326683
ENSG00000136881,BAAT,101354182,101385400
ENSG00000230100,AL606490.3,48333675,48334439
ENSG00000270196,GTF3C6P3,29551521,29552151
ENSG00000254065,AC024451.3,47592147,47592609
ENSG00000270747,S100A11P9,48336899,48337169
ENSG00000207369,RNU6-665P,47667771,47667877
ENSG00000176532,PRR15,29563835,29567293
ENSG00000221869,CEBPD,47736913,47738164
ENSG00000165584,SSX3,48346427,48356707
ENSG00000236763,TRMT112P4,101356466,101356844
ENSG00000225264,ZNRF2P2,29598795,29685255
ENSG00000230328,AL359893.1,101358932,101361242
ENSG00000234502,FYTTD1P1,101375344,101376603
ENSG00000165507,DEPP1,44970981,44978809
ENSG00000136897,MRPL50,101387633,101398618
ENSG00000223437,TMSB4XP3,29625870,29625983
ENSG00000227855,DPY19L2P3,29650227,29742594
ENSG00000165511,ZNF22-AS1,44997698,45000888
ENSG00000136870,ZNF189,101398873,101410660
ENSG00000165512,ZNF22,45000923,45005326
ENSG00000253729,PRKDC,47773111,47960178
ENSG00000261613,AC093525.6,2554060,2556060
ENSG00000226937,CEP164P1,45002222,45076066
ENSG00000261288,AC093525.5,2554975,2556105
ENSG00000269937,AC093525.7,2561471,2565096
ENSG00000261140,AC093525.4,2569043,2571936
ENSG00000212024,MIR550A3,29680734,29680828
ENSG00000260436,AC093525.3,2571570,2572353
ENSG00000279568,AC093525.9,2575628,2577373
ENSG00000122574,WIPF3,29806486,29917066
ENSG00000280402,AC093525.10,2578395,2579963
ENSG00000277757,AL358394.3,45016080,45147221
ENSG00000225055,AL606490.1,48357125,48359495
ENSG00000279162,AC141586.5,2592514,2594563
ENSG00000261093,AC141586.3,2597881,2599718
ENSG00000136872,ALDOB,101420560,101449664
ENSG00000234448,AL606490.7,48371905,48372095
ENSG00000267493,CIRBP-AS1,1267471,1270260
ENSG00000270258,DUXAP4,45055656,45056268
ENSG00000271075,AL139317.4,52871458,52872217
ENSG00000215154,AC141586.1,2603350,2630494
ENSG00000288045,AL352979.4,52951432,52952864
ENSG00000228462,RPS19P7,45073146,45073541
ENSG00000268009,SSX4,48383516,48393347
ENSG00000258503,AL352979.1,53011971,53012267
ENSG00000232554,RSU1P2,45099487,45154606
ENSG00000228300,FAM174C,1275530,1279244
ENSG00000258993,AL352979.3,53023055,53023597
ENSG00000238906,AC004912.1,29912528,29912632
ENSG00000205918,PDPK2P,2616121,2643296
ENSG00000100523,DDHD1,53036745,53153323
ENSG00000279057,AC141586.4,2620222,2621794
ENSG00000099617,EFNA2,1285873,1301431
ENSG00000260176,AC141586.2,2644084,2645214
ENSG00000136193,SCRN1,29920104,29990289
ENSG00000197061,H4C3,26103933,26104337
ENSG00000187475,H1-6,26107412,26108135
ENSG00000240846,RPS15P9,1307401,1307719
ENSG00000235690,CUBNP3,45127318,45148914
ENSG00000260565,ERVK13-1,2660348,2682379
ENSG00000180596,H2BC4,26114873,26123926
ENSG00000267372,AC005330.1,1321225,1322846
ENSG00000243349,AL358394.2,45147394,45171389
ENSG00000236442,ANKRD54P1,45151445,45151915
ENSG00000269791,SSX4B,48402078,48411910
ENSG00000230501,ANKRD30BP3,45156775,45176925
ENSG00000263476,MIR3156-1,45164014,45164088
ENSG00000227683,AL358394.1,45164228,45181427
ENSG00000275312,AL512324.3,45180400,45180616
ENSG00000270982,AL353621.2,101449801,101449933
ENSG00000278531,AL512324.6,45187292,45198323
ENSG00000225376,TMEM246-AS1,101468349,101482199
ENSG00000207071,RNU6-1207P,45188790,45188896
ENSG00000234993,CUBNP2,45232026,45247361
ENSG00000224402,OR6D1P,45255640,45263252
ENSG00000165152,PGAP4,101473170,101533537
ENSG00000256574,OR13A1,45302298,45315608
ENSG00000160953,PWWP3A,1354711,1378431
ENSG00000233055,AL353621.1,101501643,101501885
ENSG00000180573,H2AC6,26124145,26139116
ENSG00000155827,RNF20,101533853,101563344
ENSG00000168298,H1-4,26156329,26157115
ENSG00000231603,AL606490.5,48412303,48415285
ENSG00000231489,AL606490.4,48423342,48423468
ENSG00000235350,AL606490.8,48433201,48441619
ENSG00000158373,H2BC5,26158146,26171349
ENSG00000226971,AL606490.2,48446893,48448879
ENSG00000233932,CTXN2,48178122,48203758
ENSG00000283064,AL353759.1,26160765,26172802
ENSG00000217159,LARP1P1,26164072,26164363
ENSG00000012779,ALOX5,45374176,45446119
ENSG00000274290,H2BC6,26172059,26184655
ENSG00000227014,FKBP14-AS1,29988600,30027543
ENSG00000277157,H4C4,26188710,26189112
ENSG00000216331,H1-12P,26195554,26196633
ENSG00000017483,SLC38A5,48458537,48470260
ENSG00000282988,AL031777.2,26195595,26199293
ENSG00000106080,FKBP14,30010587,30026702
ENSG00000074803,SLC12A1,48178438,48304078
ENSG00000197409,H3C4,26196784,26197286
ENSG00000167977,KCTD5,2682523,2709030
ENSG00000196866,H2AC7,26198784,26199293
ENSG00000277224,H2BC7,26199520,26200715
ENSG00000217275,AL031777.1,26202156,26202654
ENSG00000276966,H4C5,26204552,26206038
ENSG00000198785,GRIN3A,101569352,101738647
ENSG00000273802,H2BC8,26215159,26216692
ENSG00000277075,H2AC8,26216975,26217483
ENSG00000279901,AC092117.2,2683106,2684764
ENSG00000277720,H3C5P,26219045,26219240
ENSG00000172382,PRSS27,2712419,2720551
ENSG00000274750,H3C6,26224199,26227473
ENSG00000106086,PLEKHA8,30027404,30130483
ENSG00000218281,H2AC9P,26233122,26233255
ENSG00000188386,PPP3R2,101591604,101595021
ENSG00000124575,H1-3,26234212,26234987
ENSG00000274618,H4C6,26240393,26240793
ENSG00000230302,MTND3P4,101793454,101793756
ENSG00000275663,H4C7,26246611,26246996
ENSG00000277775,H3C7,26250142,26250635
ENSG00000230418,ARL2BPP7,102055252,102055741
ENSG00000238882,RNU6-329P,102256604,102256710
ENSG00000286243,AL442644.2,102444586,102444819
ENSG00000275713,H2BC9,26251651,26253710
ENSG00000235901,AL442644.1,102515204,102518308
ENSG00000204250,LINC00587,102519636,102657514
ENSG00000279488,AC004623.1,1372238,1374364
ENSG00000232242,ZYG11AP1,102611162,102612155
ENSG00000273983,H3C8,26269405,26271815
ENSG00000267755,AC005329.2,1376773,1377520
ENSG00000234269,AL365396.1,102922574,102923244
ENSG00000151067,CACNA1C,1970786,2697950
ENSG00000155833,CYLC2,102995311,103018488
ENSG00000218690,H2AC10P,26272021,26272701
ENSG00000205913,SRRM2-AS1,2737076,2752600
ENSG00000278588,H2BC10,26272931,26273412
ENSG00000158406,H4C8,26277609,26285638
ENSG00000258985,AL352979.2,53036755,53038251
ENSG00000258731,AL356020.1,53153354,53157528
ENSG00000229830,AL589823.1,103065416,103065598
ENSG00000225564,LINC01492,103140523,103325034
ENSG00000220875,H3C9P,26321876,26322292
ENSG00000231964,AL731567.1,45444570,45453121
ENSG00000237356,AL365295.1,53169010,53883740
ENSG00000287050,AL021917.1,26324705,26331900
ENSG00000226566,AL390962.1,103361952,103429892
ENSG00000253031,RNA5SP291,103689473,103689577
ENSG00000285483,AL590381.1,103999755,104000469
ENSG00000270332,SMC2-AS1,104080024,104093073
ENSG00000165406,MARCHF8,45454585,45594906
ENSG00000068438,FTSJ1,48476021,48486364
ENSG00000136824,SMC2,104094260,104141419
ENSG00000167978,SRRM2,2752626,2772538
ENSG00000115286,NDUFS7,1383527,1395589
ENSG00000186470,BTN3A2,26365159,26378320
ENSG00000286730,AL365295.2,53364146,53392048
ENSG00000172671,ZFAND4,45615500,45672780
ENSG00000225680,AL163953.1,53599832,53614026
ENSG00000226132,RPS3AP46,53612724,53613405
ENSG00000235269,LINC02331,53685139,53850882
ENSG00000231922,AL138479.1,53917270,53917753
ENSG00000266431,MIR5580,53948427,53948484
ENSG00000231519,AC007285.1,30069658,30075115
ENSG00000283618,AC007036.4,30115845,30115994
ENSG00000286847,AC007036.5,30129507,30134714
ENSG00000125378,BMP4,53949736,53958761
ENSG00000180354,MTURN,30134986,30162762
ENSG00000224292,AF196972.1,48506523,48508838
ENSG00000230751,AC007036.2,30140870,30141417
ENSG00000207450,Y_RNA,47805079,47805179
ENSG00000251660,AC007036.3,30157531,30159534
ENSG00000287959,AC021236.1,47941426,47943670
ENSG00000225907,RPS27P16,30167804,30168004
ENSG00000227017,AC007036.1,30176387,30179014
ENSG00000180233,ZNRF2,30284597,30367689
ENSG00000102312,PORCN,48508962,48520814
ENSG00000207771,MIR550A1,30289794,30289890
ENSG00000283237,MIR550B1,30289794,30289890
ENSG00000281593,AC006978.2,30362400,30412502
ENSG00000235859,AC006978.1,30371508,30372741
ENSG00000287156,AL138479.2,53954671,53962234
ENSG00000224004,ATP5F1CP1,53991101,53991995
ENSG00000281404,LINC01176,30390885,30412375
ENSG00000104738,MCM4,47960185,47978160
ENSG00000106100,NOD1,30424527,30478784
ENSG00000100526,CDKN3,54396849,54420218
ENSG00000242111,TOPORSLP,104270228,104286955
ENSG00000203396,AL512646.1,104328320,104329396
ENSG00000186881,OR13F1,104504263,104505222
ENSG00000230869,AGAP10P,45678692,45700532
ENSG00000283001,AL450426.1,104519847,104537194
ENSG00000237840,FAM21FP,45706431,45727231
ENSG00000148136,OR13C4,104526253,104527209
ENSG00000228702,AL645998.1,45725694,45726038
ENSG00000204246,OR13C3,104535749,104536856
ENSG00000186943,OR13C8,104569168,104570130
ENSG00000237443,OR13D2P,104590044,104590950
ENSG00000277556,OR13C5,104598457,104599413
ENSG00000276119,OR13C2,104604671,104605627
ENSG00000136839,OR13C9,104617248,104618204
ENSG00000273423,OR13I1P,104629754,104631017
ENSG00000235248,OR13C1P,104655363,104659055
ENSG00000179055,OR13D1,104694379,104695485
ENSG00000272638,AC006027.1,30424672,30425412
ENSG00000188712,OR13D3P,104722335,104723271
ENSG00000136783,NIPSNAP3A,104747683,104760120
ENSG00000006625,GGCT,30496621,30504841
ENSG00000172661,WASHC2C,45727200,45792964
ENSG00000165028,NIPSNAP3B,104764129,104777764
ENSG00000124508,BTN2A2,26383096,26394874
ENSG00000281039,AC005154.5,30497077,30550761
ENSG00000165029,ABCA1,104781006,104928155
ENSG00000259235,AC066612.1,48187121,48191691
ENSG00000196295,GARS1-DT,30516309,30595286
ENSG00000259385,AC066612.2,48192191,48201684
ENSG00000259488,AC023355.1,48312353,48331856
ENSG00000202542,Y_RNA,48325558,48325671
ENSG00000103363,ELOB,2771414,2777280
ENSG00000280486,AC005329.3,1385473,1389665
ENSG00000248015,AC005329.1,1392170,1396467
ENSG00000128951,DUT,48331011,48343373
ENSG00000130005,GAMT,1397026,1401570
ENSG00000244480,AC005154.2,30523143,30524535
ENSG00000264520,AC005154.4,30525731,30533613
ENSG00000276791,AC092117.1,2777319,2780568
ENSG00000226874,AC005154.1,30544053,30544431
ENSG00000147155,EBP,48521799,48528716
ENSG00000263683,AC005154.3,30550217,30551569
ENSG00000103355,PRSS33,2783953,2787948
ENSG00000221719,SNORA3C,2796408,2796532
ENSG00000106105,GARS1,30580533,30634033
ENSG00000215148,PRSS41,2798470,2805304
ENSG00000286268,AF196969.1,48521806,48545469
ENSG00000276823,Metazoa_SRP,48524480,48524806
ENSG00000068354,TBC1D25,48539714,48562609
